,Active.Date,COUNTY,LEGAL.NAME,INSTITUTION.TYPE.DESCRIPTION,INSTITUTION.SUB.TYPE.DESCRIPTION,GRADE.ORGANIZATION.DESCRIPTION,MAILING.ADDRESS,MAIL.CITY,STATE,ZIP,location,long,lat
1,7/1/1980,SUFFOLK,FISHERS ISLAND UNION FREE SCHOOL DISTRICT,SCHOOL DISTRICTS,UNION FREE,NA,78 GREENWOOD RD #600,FISHERS ISLAND,NY,6390,"78 GREENWOOD RD #600, FISHERS ISLAND, NY 6390",-73.2512323,40.7430549
2,7/1/1980,SUFFOLK,FISHERS ISLAND SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL UNION FREE,Junior Senior School,78 GREENWOOD RD #600,FISHERS ISLAND,NY,6390,"78 GREENWOOD RD #600, FISHERS ISLAND, NY 6390",-73.2512323,40.7430549
3,7/1/2003,NEW YORK,PS 94,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,55 BATTERY PL,NEW YORK,NY,10001,"55 BATTERY PL, NEW YORK, NY 10001",-74.0175278,40.7065629
4,7/1/1980,NEW YORK,NEW YORK CITY GEOGRAPHIC DISTRICT # 2,SCHOOL DISTRICTS,CITY,NA,333 7TH AVE-7TH FL,NEW YORK,NY,10001,"333 7TH AVE-7TH FL, NEW YORK, NY 10001",-73.9927921,40.7474694
5,7/1/2003,NEW YORK,PS 33 CHELSEA PREP,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,281 9TH AVE,NEW YORK,NY,10001,"281 9TH AVE, NEW YORK, NY 10001",-74.0002433,40.7489449
6,7/1/2014,NEW YORK,CITY KNOLL MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior High School,425 W 33RD ST,NEW YORK,NY,10001,"425 W 33RD ST, NEW YORK, NY 10001",NA,NA
7,7/1/2003,NEW YORK,SATELLITE ACADEMY HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,120 W 30TH ST,NEW YORK,NY,10001,"120 W 30TH ST, NEW YORK, NY 10001",-73.9905507,40.7474312
8,7/2/2011,NEW YORK,AVENUES NEW YORK LLC,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,259 10TH AVE,NEW YORK,NY,10001,"259 10TH AVE, NEW YORK, NY 10001",-74.0033322,40.749428
9,7/1/2015,NEW YORK,ATLAS SCHOOL - ATLAS LEARNING FOUNDATION,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,252 W 29TH ST - FL 3,NEW YORK,NY,10001,"252 W 29TH ST - FL 3, NEW YORK, NY 10001",-73.9953108,40.7486658
10,7/1/1989,NEW YORK,"BIRCH FAMILY SERVICES, INC",NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,104 W 29TH ST-3RD FL,NEW YORK,NY,10001,"104 W 29TH ST-3RD FL, NEW YORK, NY 10001",-73.9907644,40.7467438
11,7/1/2003,NEW YORK,KESWELL SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,331 W 25TH ST,NEW YORK,NY,10001,"331 W 25TH ST, NEW YORK, NY 10001",-73.9987643,40.7473413
12,7/1/1980,NEW YORK,OFFICE OF COLLABORATIVE DROPOUT PREVENTION,PUBLIC SCHOOLS,NYC BUREAU,NA,100 ATTORNEY ST,NEW YORK,NY,10002,"100 ATTORNEY ST, NEW YORK, NY 10002",NA,NA
13,7/1/1980,NEW YORK,NEW YORK CITY GEOGRAPHIC DISTRICT # 1,SCHOOL DISTRICTS,CITY,NA,166 ESSEX ST,NEW YORK,NY,10002,"166 ESSEX ST, NEW YORK, NY 10002",-73.9863152,40.7212739
14,7/1/1980,NEW YORK,PS 20 ANNA SILVER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,166 ESSEX ST,NEW YORK,NY,10002,"166 ESSEX ST, NEW YORK, NY 10002",-73.9863152,40.7212739
15,7/1/1980,NEW YORK,PS 110 FLORENCE NIGHTINGALE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,285 DELANCEY ST,NEW YORK,NY,10002,"285 DELANCEY ST, NEW YORK, NY 10002",-73.9799271,40.7152934
16,7/1/1980,NEW YORK,PS 134 HENRIETTA SZOLD,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,293 E BROADWAY,NEW YORK,NY,10002,"293 E BROADWAY, NEW YORK, NY 10002",-73.9832907,40.7144062
17,7/1/1980,NEW YORK,PS 140 NATHAN STRAUS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,123 RIDGE ST,NEW YORK,NY,10002,"123 RIDGE ST, NEW YORK, NY 10002",-73.9832826,40.7191282
18,7/1/1980,NEW YORK,PS 142 AMALIA CASTRO,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,100 ATTORNEY ST,NEW YORK,NY,10002,"100 ATTORNEY ST, NEW YORK, NY 10002",-73.9840825,40.7182302
19,7/1/2003,NEW YORK,PS 184 SHUANG WEN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,327 CHERRY ST-2ND FL,NEW YORK,NY,10002,"327 CHERRY ST-2ND FL, NEW YORK, NY 10002",NA,NA
20,7/1/1980,NEW YORK,PS 188 ISLAND SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,442 E HOUSTON ST,NEW YORK,NY,10002,"442 E HOUSTON ST, NEW YORK, NY 10002",NA,NA
21,7/1/2004,NEW YORK,UNIVERSITY NEIGHBORHOOD MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,220 HENRY ST,NEW YORK,NY,10002,"220 HENRY ST, NEW YORK, NY 10002",NA,NA
22,7/1/2008,NEW YORK,SCHOOL FOR GLOBAL LEADERS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,145 STANTON ST,NEW YORK,NY,10002,"145 STANTON ST, NEW YORK, NY 10002",NA,NA
23,7/1/2004,NEW YORK,ORCHARD COLLEGIATE ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,220 HENRY ST,NEW YORK,NY,10002,"220 HENRY ST, NEW YORK, NY 10002",-73.9860695,40.7133429
24,7/1/2003,NEW YORK,UNIVERSITY NEIGHBORHOOD HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,200 MONROE ST,NEW YORK,NY,10002,"200 MONROE ST, NEW YORK, NY 10002",NA,NA
25,5/4/1990,NEW YORK,FORSYTHE SATELLITE ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,198 FORSYTH ST,NEW YORK,NY,10002,"198 FORSYTH ST, NEW YORK, NY 10002",NA,NA
26,7/1/1994,NEW YORK,MARTA VALLE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,145 STANTON ST,NEW YORK,NY,10002,"145 STANTON ST, NEW YORK, NY 10002",-73.9860794,40.7202883
27,7/1/2003,NEW YORK,LOWER EAST SIDE PREPARATORY HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,145 STANTON ST-4TH FL,NEW YORK,NY,10002,"145 STANTON ST-4TH FL, NEW YORK, NY 10002",NA,NA
28,7/1/2003,NEW YORK,"NEW EXPLORATIONS INTO SCIENCE,TECH AND MATH HIGH SCHOOL",PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,K-12 School,111 COLUMBIA ST,NEW YORK,NY,10002,"111 COLUMBIA ST, NEW YORK, NY 10002",-73.9792392,40.7195002
29,7/1/1998,NEW YORK,CASCADES HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,198 FORSYTH ST-3RD FL,NEW YORK,NY,10002,"198 FORSYTH ST-3RD FL, NEW YORK, NY 10002",-73.9904913,40.7224143
30,7/1/2004,NEW YORK,BARD HIGH SCHOOL EARLY COLLEGE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,525 E HOUSTON ST,NEW YORK,NY,10002,"525 E HOUSTON ST, NEW YORK, NY 10002",-73.9760746,40.7180919
31,7/1/1980,NEW YORK,BETH JACOB ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,142 BROOME ST,NEW YORK,NY,10002,"142 BROOME ST, NEW YORK, NY 10002",-73.9841985,40.716537
32,7/1/2005,NEW YORK,GIRLS PREPARATORY CHARTER SCHOOL OF NEW YORK,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,442 E HOUSTON ST-RM 312,NEW YORK,NY,10002,"442 E HOUSTON ST-RM 312, NEW YORK, NY 10002",-73.9773763,40.7198704
33,7/1/2005,NEW YORK,MANHATTAN CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,100 ATTORNEY ST,NEW YORK,NY,10002,"100 ATTORNEY ST, NEW YORK, NY 10002",NA,NA
34,7/1/2012,NEW YORK,MANHATTAN CHARTER SCHOOL II,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,220 HENRY ST,NEW YORK,NY,10002,"220 HENRY ST, NEW YORK, NY 10002",NA,NA
35,7/1/2013,NEW YORK,GREAT OAKS CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Middle School,38 DELANCEY ST-3RD FL,NEW YORK,NY,10002,"38 DELANCEY ST-3RD FL, NEW YORK, NY 10002",NA,NA
36,7/1/2015,NEW YORK,PATHWAYS CHILDREN'S SERVICES,NON-PUBLIC SCHOOLS,INDEPENDENT,Other,273 BOWERY,NEW YORK,NY,10002,"273 BOWERY, NEW YORK, NY 10002",-73.992395,40.7237496
37,7/1/1980,NEW YORK,PS 2 MEYER LONDON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,122 HENRY ST,NEW YORK,NY,10002,"122 HENRY ST, NEW YORK, NY 10002",-73.9915573,40.7129433
38,7/1/1980,NEW YORK,PS 42 BENJAMIN ALTMAN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,71 HESTER ST,NEW YORK,NY,10002,"71 HESTER ST, NEW YORK, NY 10002",-73.9908411,40.7161359
39,7/1/1980,NEW YORK,PS 124 YUNG WING,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,40 DIVISION ST,NEW YORK,NY,10002,"40 DIVISION ST, NEW YORK, NY 10002",-73.9955257,40.7144262
40,7/1/2003,NEW YORK,MS 131,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,100 HESTER ST,NEW YORK,NY,10002,"100 HESTER ST, NEW YORK, NY 10002",-73.9935545,40.7162131
41,7/1/2004,NEW YORK,ESSEX STREET ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,350 GRAND ST,NEW YORK,NY,10002,"350 GRAND ST, NEW YORK, NY 10002",-73.989318,40.7173162
42,7/1/2004,NEW YORK,PACE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 HESTER ST,NEW YORK,NY,10002,"100 HESTER ST, NEW YORK, NY 10002",NA,NA
43,7/1/2005,NEW YORK,URBAN ASSEMBLY ACADEMY OF GOVERNMENT AND LAW,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,350 GRAND ST,NEW YORK,NY,10002,"350 GRAND ST, NEW YORK, NY 10002",-73.989318,40.7173162
44,7/1/2005,NEW YORK,LOWER MANHATTAN ARTS ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,350 GRAND ST,NEW YORK,NY,10002,"350 GRAND ST, NEW YORK, NY 10002",-73.989318,40.7173162
45,7/1/2009,NEW YORK,EMMA LAZARUS HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 HESTER ST,NEW YORK,NY,10002,"100 HESTER ST, NEW YORK, NY 10002",-73.9935545,40.7162131
46,7/1/2003,NEW YORK,NEW DESIGN HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,350 GRAND ST,NEW YORK,NY,10002,"350 GRAND ST, NEW YORK, NY 10002",NA,NA
47,7/1/2003,NEW YORK,HIGH SCHOOL FOR DUAL LANGUAGE AND ASIAN STUDIES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,350 GRAND ST,NEW YORK,NY,10002,"350 GRAND ST, NEW YORK, NY 10002",-73.989318,40.7173162
48,7/1/1980,NEW YORK,MESIVTA TIFERETH JERUSALEM,NON-PUBLIC SCHOOLS,JEWISH,K-12 School,145 E BROADWAY,NEW YORK,NY,10002,"145 E BROADWAY, NEW YORK, NY 10002",NA,NA
49,7/1/2003,NEW YORK,PS 226,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,345 E 15TH ST-RM 202,NEW YORK,NY,10003,"345 E 15TH ST-RM 202, NEW YORK, NY 10003",-73.9825764,40.7326759
50,7/1/1980,NEW YORK,MANHATTAN SCHOOL FOR CAREER DEVELOPMENT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,113 E 4TH ST,NEW YORK,NY,10003,"113 E 4TH ST, NEW YORK, NY 10003",NA,NA
51,7/1/1980,NEW YORK,PS 19 ASHER LEVY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,185 1ST AVE,NEW YORK,NY,10003,"185 1ST AVE, NEW YORK, NY 10003",-73.9842311,40.7298923
52,7/1/2005,NEW YORK,"TECHNOLOGY, ARTS AND SCIENCES STUDIO SCHOOL",PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,185 1ST AVE,NEW YORK,NY,10003,"185 1ST AVE, NEW YORK, NY 10003",-73.9842311,40.7298923
53,7/1/1980,NEW YORK,LA SALLE ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,215 E 6TH ST,NEW YORK,NY,10003,"215 E 6TH ST, NEW YORK, NY 10003",NA,NA
54,7/1/1980,NEW YORK,SAINT GEORGE ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,215 E 6TH ST,NEW YORK,NY,10003,"215 E 6TH ST, NEW YORK, NY 10003",NA,NA
55,7/1/2014,NEW YORK,NORD ANGLIA INTERNATIONAL SCHOOL-NEW YORK,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,44 E 2ND ST,NEW YORK,NY,10003,"44 E 2ND ST, NEW YORK, NY 10003",-73.9897879,40.7249114
56,7/1/2003,NEW YORK,PS 40 AUGUSTUS SAINT-GAUDENS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,319 E 19TH ST,NEW YORK,NY,10003,"319 E 19TH ST, NEW YORK, NY 10003",NA,NA
57,7/1/2003,NEW YORK,MS 255 SALK SCHOOL OF SCIENCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,319 E 19TH ST,NEW YORK,NY,10003,"319 E 19TH ST, NEW YORK, NY 10003",-73.9816969,40.735118
58,7/1/2003,NEW YORK,MS 260 CLINTON SCHOOL WRITERS & ARTISTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,10 E 15TH ST,NEW YORK,NY,10003,"10 E 15TH ST, NEW YORK, NY 10003",NA,NA
59,7/1/2008,NEW YORK,GRAMERCY ARTS HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,40 IRVING PL,NEW YORK,NY,10003,"40 IRVING PL, NEW YORK, NY 10003",-73.9870812,40.7353237
60,7/1/2009,NEW YORK,HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,40 IRVING PL,NEW YORK,NY,10003,"40 IRVING PL, NEW YORK, NY 10003",-73.9870812,40.7353237
61,7/1/2003,NEW YORK,INSTITUTE FOR COLLABORATIVE EDUCATION,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,345 E 15TH ST,NEW YORK,NY,10003,"345 E 15TH ST, NEW YORK, NY 10003",-73.9825764,40.7326759
62,7/1/2003,NEW YORK,HIGH SCHOOL FOR HEALTH PROFESSIONS & HUMAN SERVICES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,345 E 15TH ST,NEW YORK,NY,10003,"345 E 15TH ST, NEW YORK, NY 10003",NA,NA
63,7/1/2010,NEW YORK,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,40 IRVING PL,NEW YORK,NY,10003,"40 IRVING PL, NEW YORK, NY 10003",-73.9870812,40.7353237
64,7/1/2002,NEW YORK,BALLET TECH/NYC PUBLIC SCHOOL FOR DANCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,890 BROADWAY,NEW YORK,NY,10003,"890 BROADWAY, NEW YORK, NY 10003",-73.9894855,40.7385401
65,7/1/2012,NEW YORK,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,40 IRVING PL,NEW YORK,NY,10003,"40 IRVING PL, NEW YORK, NY 10003",-73.9870812,40.7353237
66,7/1/2012,NEW YORK,ACADEMY FOR SOFTWARE ENGINEERING,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,40 IRVING PL,NEW YORK,NY,10003,"40 IRVING PL, NEW YORK, NY 10003",-73.9870812,40.7353237
67,7/1/1989,NEW YORK,MANHATTAN COMPREHENSIVE NIGHT AND DAY HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,240 2ND AVE,NEW YORK,NY,10003,"240 2ND AVE, NEW YORK, NY 10003",-73.9843188,40.7326748
68,7/1/2003,NEW YORK,HARVEY MILK HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2-10 ASTOR PL,NEW YORK,NY,10003,"2-10 ASTOR PL, NEW YORK, NY 10003",-73.9919099,40.7297259
69,7/1/1980,NEW YORK,GRACE CHURCH SCHOOL,NON-PUBLIC SCHOOLS,EPISCOPAL,K-12 School,86 4TH AVE,NEW YORK,NY,10003,"86 4TH AVE, NEW YORK, NY 10003",-73.9905606,40.7318259
70,7/1/1980,NEW YORK,FRIENDS SEMINARY,NON-PUBLIC SCHOOLS,QUAKERS,K-12 School,222 E 16TH ST,NEW YORK,NY,10003,"222 E 16TH ST, NEW YORK, NY 10003",-73.9851236,40.733945
71,7/1/2013,NEW YORK,SUCCESS ACADEMY CHARTER SCHOOL-UNION SQUARE,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,40 IRVING PL-2ND FL,NEW YORK,NY,10003,"40 IRVING PL-2ND FL, NEW YORK, NY 10003",NA,NA
72,7/1/2002,NEW YORK,LEARNINGSPRING SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,247 E 20TH ST,NEW YORK,NY,10003,"247 E 20TH ST, NEW YORK, NY 10003",NA,NA
73,7/1/2003,NEW YORK,MILLENNIUM HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,75 BROAD ST,NEW YORK,NY,10004,"75 BROAD ST, NEW YORK, NY 10004",-74.0112304,40.7046866
74,7/1/2005,NEW YORK,LOWER MANHATTAN COMMUNITY MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,26 BROADWAY-6TH FL,NEW YORK,NY,10004,"26 BROADWAY-6TH FL, NEW YORK, NY 10004",-74.0128882,40.7054423
75,7/1/2005,NEW YORK,URBAN ASSEMBLY SCHOOL OF BUSINESS FOR YOUNG WOMEN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,26 BROADWAY,NEW YORK,NY,10004,"26 BROADWAY, NEW YORK, NY 10004",-74.0128882,40.7054423
76,7/1/2003,NEW YORK,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,10 SOUTH ST-SLIP 7,NEW YORK,NY,10004,"10 SOUTH ST-SLIP 7, NEW YORK, NY 10004",-74.0116969,40.7012698
77,7/1/1989,NEW YORK,RICHARD R GREEN HIGH SCHOOL OF TEACHING,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,26 BROADWAY,NEW YORK,NY,10004,"26 BROADWAY, NEW YORK, NY 10004",NA,NA
78,7/1/2000,NEW YORK,JOHN V LINDSAY WILDCAT ACADEMY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Senior High,17 BATTERY PL,NEW YORK,NY,10004,"17 BATTERY PL, NEW YORK, NY 10004",-74.0159868,40.7051606
79,7/1/2005,NEW YORK,LEMAN MANHATTAN PREPARATORY SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,41 BROAD ST,NEW YORK,NY,10004,"41 BROAD ST, NEW YORK, NY 10004",-74.0110624,40.7057726
80,7/1/2010,NEW YORK,LANG SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Junior Senior School,11 BROADWAY-STE 300,NEW YORK,NY,10004,"11 BROADWAY-STE 300, NEW YORK, NY 10004",-74.0140703,40.7052529
81,7/1/2000,KINGS,IVDU SCHOOL,NON-PUBLIC SCHOOLS,JEWISH,Elementary,11 BROADWAY-13TH FL,NEW YORK,NY,10004,"11 BROADWAY-13TH FL, NEW YORK, NY 10004",-74.0140703,40.7052529
82,7/1/2013,NEW YORK,QUAD PREPARATORY SCHOOL (THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Other,25 PINE ST-4TH FL,NEW YORK,NY,10005,"25 PINE ST-4TH FL, NEW YORK, NY 10005",-74.0098651,40.7073937
83,7/1/2014,NEW YORK,PINE STREET SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,25 PINE ST,NEW YORK,NY,10005,"25 PINE ST, NEW YORK, NY 10005",-74.0098651,40.7073937
84,7/1/1993,NEW YORK,LEADERSHIP & PUBLIC SERVICE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,90 TRINITY PL,NEW YORK,NY,10006,"90 TRINITY PL, NEW YORK, NY 10006",-74.0124666,40.7089829
85,7/1/1993,NEW YORK,HIGH SCHOOL OF ECONOMICS & FINANCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 TRINITY PL,NEW YORK,NY,10006,"100 TRINITY PL, NEW YORK, NY 10006",-74.0121884,40.709254
86,7/1/1980,NEW YORK,NYC CHANCELLOR'S OFFICE,SCHOOL DISTRICTS,CITY,NA,52 CHAMBERS ST-RM 320,NEW YORK,NY,10007,"52 CHAMBERS ST-RM 320, NEW YORK, NY 10007",NA,NA
87,7/1/1998,NEW YORK,OFFICE OF THE DEPUTY CHANCELLOR FOR OPERATIONS,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
88,7/1/1998,NEW YORK,OFFICE OF THE DEPUTY CHANCELLOR FOR INSTRUCTION,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
89,7/1/1998,NEW YORK,OFFICE FOR INTER-GOVERNMENTAL AFFAIRS,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",NA,NA
90,7/1/1998,NEW YORK,OFFICE OF STRATEGIC PARTNERSHIP,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
91,7/1/1998,NEW YORK,CHANCELLOR'S OFFICE FOR DEVELOPMENT,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
92,7/1/1980,NEW YORK,BUREAU OF ATTENDANCE-STUDENT SUPPORT SERVICES,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
93,7/1/1980,NEW YORK,BUDGET OPERATIONS & REVIEW,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
94,7/1/1980,NEW YORK,SCHOOL PROGRAMS & SUPPORT SERVICES,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
95,7/1/2001,NEW YORK,CHANCELLOR'S DISTRICT 85,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
96,7/1/2004,NEW YORK,OFFICE OF YOUTH DEVELOPMENT & SCHOOL COMMUNITY SERVICES,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10007,"52 CHAMBERS ST, NEW YORK, NY 10007",-74.0055426,40.7133956
97,7/1/1980,NEW YORK,PS 234 INDEPENDENCE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,292 GREENWICH ST,NEW YORK,NY,10007,"292 GREENWICH ST, NEW YORK, NY 10007",-74.0114648,40.7159724
98,7/1/1980,NEW YORK,OFFICE OF THE CHIEF FINANCIAL OFFICER,PUBLIC SCHOOLS,NYC BUREAU,NA,52 CHAMBERS ST,NEW YORK,NY,10009,"52 CHAMBERS ST, NEW YORK, NY 10009",-74.0055426,40.7133956
99,7/1/1980,NEW YORK,PS 15 ROBERTO CLEMENTE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,333 E 4TH ST,NEW YORK,NY,10009,"333 E 4TH ST, NEW YORK, NY 10009",-73.9787655,40.7218342
100,7/1/1980,NEW YORK,PS 34 FRANKLIN D ROOSEVELT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,730 E 12TH ST,NEW YORK,NY,10009,"730 E 12TH ST, NEW YORK, NY 10009",-73.9750432,40.7261465
101,7/1/1980,NEW YORK,STAR ACADEMY PS 63 (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,121 E 3RD ST,NEW YORK,NY,10009,"121 E 3RD ST, NEW YORK, NY 10009",-73.9863598,40.7244039
102,7/1/2002,NEW YORK,PS 64 ROBERT SIMON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,600 E 6TH ST,NEW YORK,NY,10009,"600 E 6TH ST, NEW YORK, NY 10009",-73.9816019,40.7237469
103,7/1/2004,NEW YORK,EAST VILLAGE COMMUNITY SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,610 E 12TH ST,NEW YORK,NY,10009,"610 E 12TH ST, NEW YORK, NY 10009",-73.9783818,40.7277257
104,7/1/2004,NEW YORK,CHILDREN'S WORKSHOP SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,610 E 12TH ST,NEW YORK,NY,10009,"610 E 12TH ST, NEW YORK, NY 10009",-73.9783818,40.7277257
