,Active.Date,COUNTY,LEGAL.NAME,INSTITUTION.TYPE.DESCRIPTION,INSTITUTION.SUB.TYPE.DESCRIPTION,GRADE.ORGANIZATION.DESCRIPTION,MAILING.ADDRESS,MAIL.CITY,STATE,ZIP,location,long,lat
1043,7/1/1980,BRONX,SAINT BENEDICT SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,1016 EDISON AVE,BRONX,NY,10465,"1016 EDISON AVE, BRONX, NY 10465",-73.8254381,40.8323937
1044,7/1/1980,BRONX,SAINT FRANCES DE CHANTAL SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,2962 HARDING AVE,BRONX,NY,10465,"2962 HARDING AVE, BRONX, NY 10465",-73.8127479,40.8161217
1045,7/1/1980,BRONX,MONSIGNOR SCANLAN HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,915 HUTCHNSN RVR PKWY,BRONX,NY,10465,"915 HUTCHNSN RVR PKWY, BRONX, NY 10465",-73.8392556,40.8258101
1046,7/1/1980,BRONX,SAINT JOSEPH SCHOOL FOR THE DEAF,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,1000 HUTCHINSON RVR PKWY,BRONX,NY,10465,"1000 HUTCHINSON RVR PKWY, BRONX, NY 10465",-73.8358016,40.8273161
1047,7/1/1980,BRONX,PRESTON HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,2780 SCHURZ AVE,BRONX,NY,10465,"2780 SCHURZ AVE, BRONX, NY 10465",-73.8198673,40.8136755
1048,7/1/1980,BRONX,VILLA MARIA ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3335 COUNTRY CLUB RD,BRONX,NY,10465,"3335 COUNTRY CLUB RD, BRONX, NY 10465",-73.8167672,40.8414235
1049,7/1/2004,BRONX,GRAND CONCOURSE ACADEMY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,925 HUTCHINSON PARKWAY,BRONX,NY,10465,"925 HUTCHINSON PARKWAY, BRONX, NY 10465",-73.8384045,40.8256925
1050,7/1/1980,BRONX,PS 21 PHILIP H SHERIDAN,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,715 E 225TH ST,BRONX,NY,10466,"715 E 225TH ST, BRONX, NY 10466",-73.8594063,40.8879399
1051,7/1/1980,BRONX,PS 68,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,4011 MONTICELLO AVE,BRONX,NY,10466,"4011 MONTICELLO AVE, BRONX, NY 10466",-73.838736,40.8914828
1052,7/1/1980,BRONX,PS 87,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1935 BUSSING AVE,BRONX,NY,10466,"1935 BUSSING AVE, BRONX, NY 10466",-73.8458246,40.8953629
1053,7/1/2003,BRONX,PS 103 HECTOR FONTANEZ,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,4125 CARPENTER AVE,BRONX,NY,10466,"4125 CARPENTER AVE, BRONX, NY 10466",-73.8618979,40.8923187
1054,7/1/2003,BRONX,PS 111 SETON FALLS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3740 BAYCHESTER AVE,BRONX,NY,10466,"3740 BAYCHESTER AVE, BRONX, NY 10466",-73.839263,40.884355
1055,7/1/1980,BRONX,PS 112 BRONXWOOD,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1925 SCHEIFFELIN AVE,BRONX,NY,10466,"1925 SCHEIFFELIN AVE, BRONX, NY 10466",-73.8439954,40.8847919
1056,7/1/2009,BRONX,BAYCHESTER ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3500 EDSON AVE,BRONX,NY,10466,"3500 EDSON AVE, BRONX, NY 10466",-73.8396595,40.8809547
1057,7/1/2013,BRONX,BRONX ALLIANCE MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior High School,3750 BAYCHESTER AVE,BRONX,NY,10466,"3750 BAYCHESTER AVE, BRONX, NY 10466",-73.8405764,40.8860434
1058,7/1/2011,BRONX,ONE WORLD MIDDLE SCHOOL AT EDENWALD,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,3750 BAYCHESTER AVE,BRONX,NY,10466,"3750 BAYCHESTER AVE, BRONX, NY 10466",-73.8405764,40.8860434
1059,7/1/2011,BRONX,BAYCHESTER MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,3750 BAYCHESTER AVE,BRONX,NY,10466,"3750 BAYCHESTER AVE, BRONX, NY 10466",-73.8405764,40.8860434
1060,7/1/2005,BRONX,ACADEMY FOR SCHOLARSHIP AND ENTREPRENEURSHIP,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,921 E 228TH ST,BRONX,NY,10466,"921 E 228TH ST, BRONX, NY 10466",-73.85261,40.8882379
1061,7/1/2005,BRONX,NEW WORLD HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,921 E 228TH ST,BRONX,NY,10466,"921 E 228TH ST, BRONX, NY 10466",-73.85261,40.8882379
1062,7/1/2005,BRONX,BRONXWOOD PREPARATORY ACADEMY (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,921 E 228TH ST,BRONX,NY,10466,"921 E 228TH ST, BRONX, NY 10466",-73.85261,40.8882379
1063,7/1/1980,BRONX,SAINT MARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3956 CARPENTER AVE,BRONX,NY,10466,"3956 CARPENTER AVE, BRONX, NY 10466",-73.8631882,40.8882929
1064,7/1/1980,BRONX,MOUNT SAINT MICHAEL ACADEMY,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Junior Senior School,4300 MURDOCK AVE,BRONX,NY,10466,"4300 MURDOCK AVE, BRONX, NY 10466",-73.8423212,40.8990464
1065,7/1/1980,BRONX,NATIVITY OF OUR BLESSED LADY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3893 DYRE AVE,BRONX,NY,10466,"3893 DYRE AVE, BRONX, NY 10466",-73.8316172,40.8886672
1066,7/1/1980,BRONX,OUR LADY OF GRACE SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3981 BRONXWOOD AVE,BRONX,NY,10466,"3981 BRONXWOOD AVE, BRONX, NY 10466",-73.8550379,40.8862643
1067,7/1/1980,BRONX,CARDINAL SPELLMAN HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,1 CARDINAL SPELLMAN PL,BRONX,NY,10466,"1 CARDINAL SPELLMAN PL, BRONX, NY 10466",-73.8406568,40.8835284
1068,7/1/1980,BRONX,SAINT FRANCIS OF ASSISI SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,4300 BAYCHESTER AVE,BRONX,NY,10466,"4300 BAYCHESTER AVE, BRONX, NY 10466",-73.8449255,40.8971311
1069,7/1/2010,BRONX,WAKE-EDEN CHRISTIAN ACADEMY,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,2074 STRANG AVE,BRONX,NY,10466,"2074 STRANG AVE, BRONX, NY 10466",-73.8397898,40.8864172
1070,7/1/2007,BRONX,FAITH CHRISTIAN ACADEMY,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,1137 E 223RD ST,BRONX,NY,10466,"1137 E 223RD ST, BRONX, NY 10466",-73.8488763,40.8825484
1071,7/1/2010,BRONX,HARVEST PREPARATORY ACADEMY,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,Elementary,741 E 233RD ST,BRONX,NY,10466,"741 E 233RD ST, BRONX, NY 10466",-73.8556448,40.8931601
1072,7/1/2003,BRONX,BRONX CHARTER SCHOOL FOR BETTER LEARNING,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,3740 BAYCHESTER AVE ANNEX,BRONX,NY,10466,"3740 BAYCHESTER AVE ANNEX, BRONX, NY 10466",-73.839263,40.884355
1073,7/1/2014,BRONX,BRONX SCHOOL FOR CONTINUOUS LEARNING (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Other,3177 WEBSTER AVE,BRONX,NY,10467,"3177 WEBSTER AVE, BRONX, NY 10467",-73.875912,40.872439
1074,7/1/2003,BRONX,HIGH SCHOOL FOR VIOLIN AND DANCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,1100 BOSTON RD,BRONX,NY,10467,"1100 BOSTON RD, BRONX, NY 10467",-73.9042217,40.8278631
1075,7/1/1980,BRONX,PS 56 NORWOOD HEIGHTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,341 E 207TH ST,BRONX,NY,10467,"341 E 207TH ST, BRONX, NY 10467",-73.874889,40.875481
1076,7/1/2014,BRONX,BEDFORD PARK ELEMENTARY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3177 WEBSTER AVE,BRONX,NY,10467,"3177 WEBSTER AVE, BRONX, NY 10467",-73.875912,40.872439
1077,7/1/1980,BRONX,JHS 80 MOSHOLU PARKWAY (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,149 E MOSHOLU PKWY,BRONX,NY,10467,"149 E MOSHOLU PKWY, BRONX, NY 10467",-73.8812403,40.8768232
1078,7/1/2003,BRONX,PS 94 KINGS COLLEGE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3530 KINGS COLLEGE PL,BRONX,NY,10467,"3530 KINGS COLLEGE PL, BRONX, NY 10467",-73.8752665,40.8805096
1079,7/1/2003,BRONX,PS/MS 280 MOSHOLU PARKWAY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3202 STEUBEN AVE,BRONX,NY,10467,"3202 STEUBEN AVE, BRONX, NY 10467",-73.8815004,40.8772027
1080,7/1/2003,BRONX,BRONX DANCE ACADEMY SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,3617 BAINBRIDGE AVE,BRONX,NY,10467,"3617 BAINBRIDGE AVE, BRONX, NY 10467",-73.8779325,40.8854238
1081,7/1/1980,BRONX,SAINT ANN ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3511 BAINBRIDGE AVE,BRONX,NY,10467,"3511 BAINBRIDGE AVE, BRONX, NY 10467",-73.8786079,40.8817041
1082,7/1/1980,BRONX,SAINT BRENDAN SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,268 E 207TH ST,BRONX,NY,10467,"268 E 207TH ST, BRONX, NY 10467",-73.8774531,40.8753473
1083,7/1/2008,BRONX,BRONX COMMUNITY CHARTER SCHOOL,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,3170 WEBSTER AVE,BRONX,NY,10467,"3170 WEBSTER AVE, BRONX, NY 10467",-73.874846,40.872656
1084,7/1/1980,BRONX,PS 41 GUN HILL ROAD,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,3352 OLINVILLE AVE,BRONX,NY,10467,"3352 OLINVILLE AVE, BRONX, NY 10467",-73.8678768,40.874682
1085,7/1/2003,BRONX,PS 96 RICHARD RODGERS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2385 OLINVILLE AVE,BRONX,NY,10467,"2385 OLINVILLE AVE, BRONX, NY 10467",-73.8685026,40.8611832
1086,7/1/2005,BRONX,NORTH BRONX SCHOOL OF EMPOWERMENT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,3710 BARNES AVE,BRONX,NY,10467,"3710 BARNES AVE, BRONX, NY 10467",-73.860155,40.880634
1087,7/1/2005,BRONX,YOUNG SCHOLARS ACADEMY OF THE BRONX (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,3710 BARNES AVE,BRONX,NY,10467,"3710 BARNES AVE, BRONX, NY 10467",-73.860155,40.880634
1088,7/1/2006,BRONX,BRONX GREEN MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2441 WALLACE AVE,BRONX,NY,10467,"2441 WALLACE AVE, BRONX, NY 10467",-73.8645884,40.8620602
1089,7/1/2007,BRONX,LEADERS OF TOMORROW,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,3710 BARNES AVE,BRONX,NY,10467,"3710 BARNES AVE, BRONX, NY 10467",-73.860155,40.880634
1090,7/1/2009,BRONX,PELHAM ACADEMY OF ACADEMICS AND COMMUNITY ENGAGEMENT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2441 WALLACE AVE,BRONX,NY,10467,"2441 WALLACE AVE, BRONX, NY 10467",-73.8645884,40.8620602
1091,7/1/2012,BRONX,BRONX PARK MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2441 WALLACE AVE,BRONX,NY,10467,"2441 WALLACE AVE, BRONX, NY 10467",-73.8645884,40.8620602
1092,7/1/2004,BRONX,BRONX HIGH SCHOOL FOR WRITING AND COMMUNICATION ARTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,800 E GUN HILL RD,BRONX,NY,10467,"800 E GUN HILL RD, BRONX, NY 10467",-73.8616224,40.8751694
1093,7/1/2004,BRONX,BRONX LAB SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,800 E GUN HILL RD,BRONX,NY,10467,"800 E GUN HILL RD, BRONX, NY 10467",-73.8616224,40.8751694
1094,7/1/2004,BRONX,HIGH SCHOOL OF COMPUTERS AND TECHNOLOGY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,800 E GUN HILL RD,BRONX,NY,10467,"800 E GUN HILL RD, BRONX, NY 10467",-73.8616224,40.8751694
1095,7/1/2004,BRONX,BRONX ACADEMY OF HEALTH CAREERS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,800 E GUN HILL RD,BRONX,NY,10467,"800 E GUN HILL RD, BRONX, NY 10467",-73.8616224,40.8751694
1096,7/1/2003,BRONX,HIGH SCHOOL OF CONTEMPORARY ARTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,800 E GUN HILL RD,BRONX,NY,10467,"800 E GUN HILL RD, BRONX, NY 10467",-73.8616224,40.8751694
1097,7/1/2003,BRONX,BRONX AEROSPACE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,800 E GUN HILL RD,BRONX,NY,10467,"800 E GUN HILL RD, BRONX, NY 10467",-73.8616224,40.8751694
1098,7/1/1980,BRONX,IMMACULATE CONCEPTION SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,760 E GUN HILL RD,BRONX,NY,10467,"760 E GUN HILL RD, BRONX, NY 10467",-73.8637871,40.8762589
1099,7/1/1980,BRONX,SAINT LUCY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,830 MACE AVE,BRONX,NY,10467,"830 MACE AVE, BRONX, NY 10467",-73.8621994,40.8627375
1100,7/1/2008,BRONX,CITY OF FAITH CHRISTIAN SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,3445 WHITE PLAINS RD,BRONX,NY,10467,"3445 WHITE PLAINS RD, BRONX, NY 10467",-73.8673536,40.8766574
1101,7/1/1998,BRONX,LEARNING TREE PREPARATORY SCHOOL(THE),NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,801 BARTHOLDI ST,BRONX,NY,10467,"801 BARTHOLDI ST, BRONX, NY 10467",-73.862413,40.8741986
1102,7/1/1980,BRONX,REGENT SCHOOL,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,719 E 216TH ST,BRONX,NY,10467,"719 E 216TH ST, BRONX, NY 10467",-73.863116,40.8811912
1103,7/1/1980,BRONX,PS 33 TIMOTHY DWIGHT,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2424 JEROME AVE,BRONX,NY,10468,"2424 JEROME AVE, BRONX, NY 10468",-73.901633,40.8616747
1104,7/1/2003,BRONX,PS 86 KINGSBRIDGE HEIGHTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2756 RESERVOIR AVE,BRONX,NY,10468,"2756 RESERVOIR AVE, BRONX, NY 10468",-73.8982631,40.8698472
1105,7/1/2003,BRONX,IS 206 ANN MERSEREAU,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2280 AQUEDUCT AVE,BRONX,NY,10468,"2280 AQUEDUCT AVE, BRONX, NY 10468",-73.9062749,40.8596039
1106,7/1/2003,BRONX,PS 246 POE CENTER,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2641 GRAND CONCOURSE,BRONX,NY,10468,"2641 GRAND CONCOURSE, BRONX, NY 10468",-73.895314,40.865975
1107,7/1/2003,BRONX,LUISA PINEIRO FUENTES SCHOOL OF SCIENCE AND DISCOVERY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,124 EAMES PL,BRONX,NY,10468,"124 EAMES PL, BRONX, NY 10468",-73.9018361,40.8691451
1108,7/1/1999,BRONX,PS 340,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,25 W 195TH ST,BRONX,NY,10468,"25 W 195TH ST, BRONX, NY 10468",-73.8971093,40.8693922
1109,7/1/2010,BRONX,ACADEMY FOR PERSONAL LEADERSHIP AND EXCELLENCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,120 E 184TH ST,BRONX,NY,10468,"120 E 184TH ST, BRONX, NY 10468",-73.9004749,40.8595059
1110,7/1/2005,BRONX,KINGSBRIDGE INTERNATIONAL HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2780 RESERVOIR AVE,BRONX,NY,10468,"2780 RESERVOIR AVE, BRONX, NY 10468",-73.8977977,40.87085
1111,7/1/2006,BRONX,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Junior Senior School,2780 RESERVOIR AVE,BRONX,NY,10468,"2780 RESERVOIR AVE, BRONX, NY 10468",-73.8977977,40.87085
1112,7/1/2013,BRONX,BRONX COLLABORATIVE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 W MOSHOLU PKWY S,BRONX,NY,10468,"100 W MOSHOLU PKWY S, BRONX, NY 10468",-73.8875375,40.8810884
1113,7/1/2013,BRONX,WORLD VIEW HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 W MOSHOLU PKWY S,BRONX,NY,10468,"100 W MOSHOLU PKWY S, BRONX, NY 10468",-73.8875375,40.8810884
1114,7/1/2003,BRONX,HIGH SCHOOL FOR TEACHING AND THE PROFESSIONS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2780 RESEVOIR AVE,BRONX,NY,10468,"2780 RESEVOIR AVE, BRONX, NY 10468",-73.8977977,40.87085
1115,7/1/2003,BRONX,DEWITT CLINTON HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,100 W MOSHOLU PKWY S,BRONX,NY,10468,"100 W MOSHOLU PKWY S, BRONX, NY 10468",-73.8875375,40.8810884
1116,7/1/2003,BRONX,CELIA CRUZ BRONX HIGH SCHOOL OF MUSIC (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2780 RESERVOIR AVE,BRONX,NY,10468,"2780 RESERVOIR AVE, BRONX, NY 10468",-73.8977977,40.87085
1117,7/1/2003,BRONX,BRONX HIGH SCHOOL OF SCIENCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,75 W 205TH ST,BRONX,NY,10468,"75 W 205TH ST, BRONX, NY 10468",-73.8910553,40.8776621
1118,7/1/2009,BRONX,EAST FORDHAM ACADEMY FOR THE ARTS,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,120 E 184TH ST,BRONX,NY,10468,"120 E 184TH ST, BRONX, NY 10468",-73.9004749,40.8595059
1119,7/1/2003,BRONX,DISCOVERY HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2780 RESERVOIR AVE,BRONX,NY,10468,"2780 RESERVOIR AVE, BRONX, NY 10468",-73.8977977,40.87085
1120,7/1/2003,BRONX,HIGH SCHOOL OF AMERICAN STUDIES AT LEHMAN COLLEGE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,2925 GOULDEN AVE,BRONX,NY,10468,"2925 GOULDEN AVE, BRONX, NY 10468",-73.8952168,40.8748282
1121,7/1/1980,BRONX,SAINT NICHOLAS OF TOLENTINE ELEMENTARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,2336 ANDREWS AVE,BRONX,NY,10468,"2336 ANDREWS AVE, BRONX, NY 10468",-73.9065543,40.8619397
1122,7/1/1980,BRONX,SAINT PHILIP NERI SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,3031 GRAND CONCOURSE,BRONX,NY,10468,"3031 GRAND CONCOURSE, BRONX, NY 10468",-73.8873381,40.8739772
1123,7/1/2013,BRONX,SUCCESS ACADEMY CHARTER SCHOOL-BRONX 3,PUBLIC SCHOOLS,CHARTER SCHOOL,Elementary,1000 TELLER AVE,BRONX,NY,10469,"1000 TELLER AVE, BRONX, NY 10469",-73.9137728,40.8277475
1124,7/1/1980,BRONX,NEW YORK CITY GEOGRAPHIC DISTRICT #11,SCHOOL DISTRICTS,CITY,NA,2750 THROOP AVE,BRONX,NY,10469,"2750 THROOP AVE, BRONX, NY 10469",-73.8504668,40.8669435
1125,7/1/1980,BRONX,PS 76 BENNINGTON SCHOOL (THE),PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,900 ADEE AVE,BRONX,NY,10469,"900 ADEE AVE, BRONX, NY 10469",-73.8609059,40.8691644
1126,7/1/1980,BRONX,PS 78 ANNE HUTCHINSON,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1400 NEEDHAM AVE,BRONX,NY,10469,"1400 NEEDHAM AVE, BRONX, NY 10469",-73.8509955,40.8786727
1127,7/1/1980,BRONX,PS 89,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,980 MACE AVE,BRONX,NY,10469,"980 MACE AVE, BRONX, NY 10469",-73.8592019,40.8625634
1128,7/1/1980,BRONX,PS 97,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,1375 MACE AVE,BRONX,NY,10469,"1375 MACE AVE, BRONX, NY 10469",-73.8469469,40.8630715
1129,7/1/1980,BRONX,PS 121 THROOP,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Elementary,2750 THROOP AVE,BRONX,NY,10469,"2750 THROOP AVE, BRONX, NY 10469",-73.8504668,40.8669435
1130,7/1/1980,BRONX,JHS 144 MICHELANGELO,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2545 GUNTHER AVE,BRONX,NY,10469,"2545 GUNTHER AVE, BRONX, NY 10469",-73.8365309,40.863836
1131,7/1/2012,BRONX,PELHAM GARDENS MIDDLE SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Middle School,2545 GUNTHER AVE,BRONX,NY,10469,"2545 GUNTHER AVE, BRONX, NY 10469",-73.8365309,40.863836
1132,7/1/2004,BRONX,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,925 ASTOR AVE,BRONX,NY,10469,"925 ASTOR AVE, BRONX, NY 10469",-73.8603399,40.8603747
1133,7/1/2004,BRONX,ASTOR COLLEGIATE ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,925 ASTOR AVE,BRONX,NY,10469,"925 ASTOR AVE, BRONX, NY 10469",-73.8603399,40.8603747
1134,7/1/2011,BRONX,BRONXDALE HIGH SCHOOL,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,925 ASTOR AVE,BRONX,NY,10469,"925 ASTOR AVE, BRONX, NY 10469",-73.8603399,40.8603747
1135,7/1/2011,BRONX,HIGH SCHOOL FOR LANGUAGE AND INNOVATION,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,925 ASTOR AVE,BRONX,NY,10469,"925 ASTOR AVE, BRONX, NY 10469",-73.8603399,40.8603747
1136,7/1/2003,BRONX,PELHAM PREPARATORY ACADEMY,PUBLIC SCHOOLS,PUBLIC SCHOOL CITY,Senior High,925 ASTOR AVE,BRONX,NY,10469,"925 ASTOR AVE, BRONX, NY 10469",-73.8603399,40.8603747
1137,7/1/1980,BRONX,SAINT CATHARINE HIGH SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Senior High,2250 WILLIAMSBRIDGE RD,BRONX,NY,10469,"2250 WILLIAMSBRIDGE RD, BRONX, NY 10469",-73.8566648,40.8588435
1138,7/1/1980,BRONX,HOLY ROSARY SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,1500 ARNOW AVE,BRONX,NY,10469,"1500 ARNOW AVE, BRONX, NY 10469",-73.8419523,40.8692689
1139,7/1/1980,BRONX,SAINTS PHILIP & JAMES SCHOOL,NON-PUBLIC SCHOOLS,ROMAN CATHOLIC - ARCHDIOCESE OF NY,Elementary,1160 E 213TH ST,BRONX,NY,10469,"1160 E 213TH ST, BRONX, NY 10469",-73.8525593,40.8751519
1140,7/1/1980,BRONX,NEW COVENANT CHRISTIAN SCHOOL,NON-PUBLIC SCHOOLS,CHRISTIAN FUNDAMENTALIST,K-12 School,1497 NEEDHAM AVE,BRONX,NY,10469,"1497 NEEDHAM AVE, BRONX, NY 10469",-73.8484142,40.8803014
1141,7/1/2015,BRONX,BRONX CHARTER SCHOOL FOR BETTER LEARNING II,PUBLIC SCHOOLS,CHARTER SCHOOL,Other,2545 GUNTHER AVE,BRONX,NY,10469,"2545 GUNTHER AVE, BRONX, NY 10469",-73.8365309,40.863836
1142,7/1/1980,BRONX,LAVELLE SCHOOL FOR THE BLIND,NON-PUBLIC SCHOOLS,INDEPENDENT,Special School,3830 PAULDING AVE,BRONX,NY,10469,"3830 PAULDING AVE, BRONX, NY 10469",-73.8529177,40.8818434
1143,7/1/2014,BRONX,PYS INC,NON-PUBLIC SCHOOLS,INDEPENDENT,Elementary,2961 ELY AVE,BRONX,NY,10469,"2961 ELY AVE, BRONX, NY 10469",-73.8364382,40.8705013
1144,7/1/1980,BRONX,NEW YORK INSTITUTE FOR SPECIAL EDUCATION,NON-PUBLIC SCHOOLS,INDEPENDENT,K-12 School,999 PELHAM PKWY,BRONX,NY,10469,"999 PELHAM PKWY, BRONX, NY 10469",-73.859212,40.858855
